gene_symbol	identifier	clan	prd_score	netto_dup	orthologs_cnt	human_dup	human_frac	human_protein_cnt
NUP153	ENSGT00700000104544_ENSG00000124789_zf-RanBP	Zn_Beta_Ribbon	-0.247088134538	0	13	0	0	1
KBTBD8	ENSGT00910000143979_ENSG00000163376_Kelch_1	Beta_propeller	-0.158010410642	1	14	0	0	1
KL	ENSGT00550000074452_ENSG00000133116_Glyco_hydro_1	Glyco_hydro_tim	-0.229438982071	0	14	0	0	1
DGKQ	ENSGT00760000119050_ENSG00000145214_C1_1	C1	-0.247088134538	0	13	0	0	1
RBM12	ENSGT00760000119102_ENSG00000244462_RRM_1	RRM	-0.0865818392134	2	14	0	0	1
DCAF12L2	ENSGT00390000001132_ENSG00000198354_WD40	Beta_propeller	-0.130126220529	1	17	0	0	3
MMP14	ENSGT00760000118870_ENSG00000157227_Hemopexin	Hemopexin	-0.247088134538	0	13	0	0	1
NCAPG2	ENSGT00490000043432_ENSG00000146918_HEAT	TPR	-0.229438982071	0	14	0	0	1
NCAPG	ENSGT00390000001577_ENSG00000109805_HEAT_2	TPR	-0.0865818392134	2	14	0	0	1
LGI3	ENSGT00920000148954_ENSG00000168481_EPTP	EPTP	-0.184345479082	1	12	0	0	1
FAT1	ENSGT00760000118805_ENSG00000083857_Cadherin	E-set	-0.229438982071	0	14	0	0	1
KPNA3	ENSGT00760000119094_ENSG00000102753_Arm	TPR	-0.158010410642	1	14	0	0	1
ITCH	ENSGT00760000118966_ENSG00000078747_WW	WW	-0.18894974994	0	17	0	0	1
GEMIN5	ENSGT00620000088064_ENSG00000082516_ANAPC4_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
CHRDL1	ENSGT00730000110792_ENSG00000101938_VWC	FnI-like	-0.356905083221	0	9	0	0	1
OBSL1	ENSGT00860000133679_ENSG00000124006_I-set	Ig	3.93087044534	129	32	0	0	2
KRCC1	ENSGT00510000046606_ENSG00000172086_zf-met	C2H2-zf	-0.247088134538	0	13	0	0	1
SCIN	ENSGT00760000119111_ENSG00000006747_Gelsolin	ADF	-0.15295932138	0	21	0	0	1
TNFRSF11A	ENSGT00760000119204_ENSG00000141655_TNFR_c6	TNF_receptor	-0.133839406208	0	24	0	0	2
RGPD4	ENSGT00760000119119_ENSG00000196862_Ran_BP1	PH	0.0375168690958	4	21	0	0	8
KLF15	ENSGT00760000118998_ENSG00000163884_zf-C2H2	C2H2-zf	0.0812661023187	5	22	0	0	1
CD40	ENSGT00760000119204_ENSG00000101017_TNFR_c6	TNF_receptor	-0.133839406208	0	24	0	0	2
SEMA5A	ENSGT00760000119134_ENSG00000112902_TSP_1	TSP_1	-0.170165057614	1	13	0	0	1
OSMR	ENSGT00550000074436_ENSG00000145623_fn3	E-set	-0.114719491035	0	28	0	0	2
CACNA1S	ENSGT00830000128247_ENSG00000081248_Ion_trans	Ion_channel	-0.0124791617052	3	17	0	0	1
EED	ENSGT00510000047334_ENSG00000074266_WD40	Beta_propeller	0.484846732215	10	14	0	0	1
ATG16L1	ENSGT00910000144058_ENSG00000085978_WD40	Beta_propeller	-0.158010410642	1	14	0	0	1
NOTCH1	ENSGT00810000125346_ENSG00000148400_EGF	EGF	-0.18894974994	0	17	0	0	1
SGTA	ENSGT00730000110724_ENSG00000104969_TPR_1	TPR	-0.200759109312	0	16	0	0	1
RHOBTB2	ENSGT00760000118978_ENSG00000008853_BTB	POZ	-0.00662955465587	3	32	0	0	2
ZFHX4	ENSGT00530000063717_ENSG00000091656_Homeobox	HTH	-0.0163189037683	3	13	0	0	1
AC073111.3	ENSGT00840000129964_ENSG00000284041_zf-C2H2	C2H2-zf	1.98071402282	25	11	0	0	3
FBXW4	ENSGT00390000005029_ENSG00000107829_WD40	Beta_propeller	-0.247088134538	0	13	0	0	1
C1QTNF9	ENSGT00760000118830_ENSG00000240654_Collagen	Collagen	-0.200759109312	0	16	0	0	2
MFHAS1	ENSGT00840000129686_ENSG00000147324_LRR_8	LRR	-0.247088134538	0	13	0	0	1
CSMD2	ENSGT00760000118803_ENSG00000121904_CUB	CUB	0.719190283401	14	15	0	0	1
LRCH4	ENSGT00920000148937_ENSG00000077454_LRR_8	LRR	-0.267678812416	0	12	0	0	1
LRRC17	ENSGT00390000003913_ENSG00000128606_LRR_8	LRR	-0.200759109312	0	16	0	0	1
CNOT10	ENSGT00390000001827_ENSG00000182973_TPR_1	TPR	-0.214143049933	0	15	0	0	1
USH2A	ENSGT00890000139348_ENSG00000042781_fn3	E-set	2.75291186546	39	13	0	0	1
THBS2	ENSGT00850000132273_ENSG00000186340_TSP_3	TSP_3	-0.214143049933	0	15	0	0	1
FLNA	ENSGT00900000140842_ENSG00000196924_Filamin	E-set	1.73232118758	24	12	0	0	1
TH	ENSGT00390000010268_ENSG00000180176_TOH_N	TOH_N	-0.184345479082	1	12	0	0	1
MEFV	ENSGT00760000118838_ENSG00000103313_zf-RING_UBOX	RING	-0.000873027773613	3	243	0	0	10
TRAF3	ENSGT00550000074359_ENSG00000131323_zf-TRAF	TRAF	-0.229438982071	0	14	0	0	1
RBM19	ENSGT00840000129953_ENSG00000122965_RRM_1	RRM	-0.200759109312	0	16	0	0	1
PTGFRN	ENSGT00390000010278_ENSG00000134247_V-set	Ig	-0.147476383266	1	15	0	0	1
PRDM16	ENSGT00900000140928_ENSG00000142611_zf-C2H2	C2H2-zf	0.119190283401	5	15	0	0	1
KANK4	ENSGT00530000063448_ENSG00000132854_Ank_2	Ank	-0.138259109312	1	16	0	0	1
CELSR2	ENSGT00760000118805_ENSG00000143126_Cadherin	E-set	-0.247088134538	0	13	0	0	1
SP6	ENSGT00760000118984_ENSG00000189120_zf-C2H2	C2H2-zf	-0.321214574899	0	10	0	0	1
LRRC32	ENSGT00710000106753_ENSG00000137507_LRR_8	LRR	-0.247088134538	0	13	0	0	1
KLC4	ENSGT00390000006393_ENSG00000137171_TPR_12	TPR	-0.247088134538	0	13	0	0	1
IGFALS	ENSGT00920000148957_ENSG00000099769_LRR_8	LRR	-0.229438982071	0	14	0	0	1
KIF16B	ENSGT00890000139327_ENSG00000089177_Kinesin_assoc	Kinesin_assoc	-0.200759109312	0	16	0	0	1
DSG4	ENSGT00910000144083_ENSG00000175065_Cadherin	E-set	-0.078345018268	0	41	0	0	4
NVL	ENSGT00570000079239_ENSG00000143748_AAA_16	P-loop_NTPase	-0.0151532677848	3	14	0	0	1
PPM1H	ENSGT00530000063231_ENSG00000111110_PP2C	PP2C	-0.200759109312	0	16	0	0	1
TRIM71	ENSGT00920000148978_ENSG00000206557_NHL	Beta_propeller	-0.229438982071	0	14	0	0	1
KDM5B	ENSGT00530000063118_ENSG00000117139_PLU-1	PLU-1	-0.18894974994	0	17	0	0	1
COBL	ENSGT00530000063608_ENSG00000106078_WH2	WH2	-0.247088134538	0	13	0	0	1
TBRG4	ENSGT00530000063266_ENSG00000136270_FAST_1	FAST_1	-0.158010410642	1	14	0	0	1
PCDH18	ENSGT00900000140770_ENSG00000189184_Cadherin	E-set	-0.18894974994	0	17	0	0	1
HEPH	ENSGT00910000143988_ENSG00000089472_Cu-oxidase_2	CU_oxidase	0.119190283401	5	15	0	0	1
MPHOSPH8	ENSGT00730000111087_ENSG00000196199_Ank_5	Ank	-0.229438982071	0	14	0	0	1
KCNIP4	ENSGT00760000118820_ENSG00000185774_EF-hand_7	EF_hand	-0.200759109312	0	16	0	0	1
ASB10	ENSGT00390000011960_ENSG00000146926_Ank_2	Ank	-0.201104158999	1	11	0	0	1
WHRN	ENSGT00530000063178_ENSG00000095397_PDZ	PDZ-like	-0.17845254161	0	18	0	0	1
FBXL7	ENSGT00760000119059_ENSG00000183580_LRR_6	LRR	-0.214143049933	0	15	0	0	1
TNFRSF10B	ENSGT00730000110985_ENSG00000120889_TNFR_c6	TNF_receptor	-0.133839406208	0	24	0	0	4
SPIN1	ENSGT00760000119261_ENSG00000106723_Spin-Ssty	Spin-Ssty	-0.0584026499816	0	55	0	0	4
FHL1	ENSGT00760000118910_ENSG00000022267_LIM	Zn_Beta_Ribbon	-0.169060302578	0	19	0	0	1
DLG5	ENSGT00760000118866_ENSG00000151208_PDZ	PDZ-like	-0.17845254161	0	18	0	0	1
TLE7	ENSGT00550000074465_ENSG00000260734_WD40	Beta_propeller	-0.103617604806	0	31	0	0	4
KLHL8	ENSGT00760000118931_ENSG00000145332_Kelch_1	Beta_propeller	-0.214143049933	0	15	0	0	1
IL18R1	ENSGT00760000119071_ENSG00000115604_Ig_2	Ig	-0.321214574899	0	10	0	0	1
AC011604.2	ENSGT00760000119014_ENSG00000257046_MFS_1	MFS	-0.0764796606902	0	42	0	0	6
PAPPA2	ENSGT00390000009007_ENSG00000116183_Sushi	EGF	-0.229438982071	0	14	0	0	1
PPP1R13B	ENSGT00760000119141_ENSG00000088808_Ank_4	Ank	-0.130126220529	1	17	0	0	1
WDR34	ENSGT00730000110228_ENSG00000119333_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
VWC2L	ENSGT00720000108792_ENSG00000174453_VWC	FnI-like	-0.147476383266	1	15	0	0	1
KIAA1522	ENSGT00440000038119_ENSG00000162522_NHS	NHS	-0.247088134538	0	13	0	0	1
STRAP	ENSGT00630000089849_ENSG00000023734_WD40	Beta_propeller	-0.0865818392134	2	14	0	0	1
TLR2	ENSGT00760000119006_ENSG00000137462_LRR_8	LRR	-0.169060302578	0	19	0	0	1
SI	ENSGT00760000119229_ENSG00000090402_DUF5110	DUF5110	-0.00707152496626	3	30	0	0	3
ABCA6	ENSGT00760000118965_ENSG00000154262_AAA_21	P-loop_NTPase	-0.0845301512892	0	38	0	0	5
ABCA2	ENSGT00760000118965_ENSG00000107331_ABC2_membrane_3	ABC-2	-0.184345479082	1	12	0	0	1
MVP	ENSGT00390000008969_ENSG00000013364_Vault	Vault	-0.267678812416	0	12	0	0	1
ANKRD13A	ENSGT00410000025381_ENSG00000076513_Ank_5	Ank	0.344350386456	7	11	0	0	1
APC2	ENSGT00530000063749_ENSG00000115266_APC_r	APC_r	-0.229438982071	0	14	0	0	1
ANP32B	ENSGT00560000077130_ENSG00000136938_LRR_4	LRR	-0.292013249908	0	11	0	0	1
LY75	ENSGT00720000108514_ENSG00000054219_Lectin_C	C_Lectin	-0.130126220529	1	17	0	0	2
PPP2R3A	ENSGT00530000063265_ENSG00000073711_EF-hand_7	EF_hand	-0.214143049933	0	15	0	0	1
KIT	ENSGT00760000118923_ENSG00000157404_Ig_3	Ig	-0.200759109312	0	16	0	0	1
TRIM26	ENSGT00760000118838_ENSG00000234127_zf-RING_UBOX	RING	-0.013218706786	0	243	0	0	10
TJP2	ENSGT00760000118866_ENSG00000119139_PDZ	PDZ-like	-0.15295932138	0	21	0	0	2
SDK1	ENSGT00910000144009_ENSG00000146555_fn3	E-set	-0.229438982071	0	14	0	0	1
ZFP92	ENSGT00920000149114_ENSG00000189420_zf-H2C2_2	C2H2-zf	2.7191902834	44	15	0	0	3
SH3D19	ENSGT00760000119190_ENSG00000109686_SH3_1	SH3	-0.18894974994	0	17	0	0	1
ACTN4	ENSGT00760000118813_ENSG00000130402_Spectrin	Spectrin	-0.247088134538	0	13	0	0	1
LHCGR	ENSGT00760000119088_ENSG00000138039_LRR_8	LRR	-0.229438982071	0	14	0	0	2
PTBP1	ENSGT00550000074508_ENSG00000011304_RRM_5	RRM	-0.18894974994	0	17	0	0	1
GUCA1A	ENSGT00760000118820_ENSG00000048545_EF-hand_1	EF_hand	-0.123544067269	0	26	0	0	1
CLASP1	ENSGT00390000001762_ENSG00000074054_CLASP_N	TPR	-0.17845254161	0	18	0	0	1
ZBED4	ENSGT00530000063354_ENSG00000100426_zf-BED	C2H2-zf	-0.0111655657362	3	19	0	0	2
PUM1	ENSGT00390000017241_ENSG00000134644_PUF	TPR	0.699132446501	13	14	0	0	1
UTP4	ENSGT00390000008662_ENSG00000141076_ANAPC4_WD40	Beta_propeller	-0.214143049933	0	15	0	0	1
EIF2AK2	ENSGT00530000062984_ENSG00000055332_dsrm	DSRM	-0.0713026911169	2	17	0	0	1
FAM171B	ENSGT00530000063318_ENSG00000144369_UPF0560	UPF0560	-0.229438982071	0	14	0	0	1
ZAN	ENSGT00760000118896_ENSG00000146839_VWD	VWD	0.111740890688	5	16	0	0	1
LTBP3	ENSGT00760000118806_ENSG00000168056_EGF_CA	EGF	-0.184345479082	1	12	0	0	1
LDLRAD3	ENSGT00810000125405_ENSG00000179241_Ldl_recept_a	Ldl_recept_a	-0.229438982071	0	14	0	0	1
COL19A1	ENSGT00900000140804_ENSG00000082293_Collagen	Collagen	0.435259477365	8	11	0	0	1
MTCH2	ENSGT00390000000020_ENSG00000109919_Mito_carr	Mito_carr	-0.247088134538	0	13	0	0	1
BTNL9	ENSGT00760000118933_ENSG00000165810_Ig_3	Ig	-0.0245201965572	0	131	0	0	11
OAS2	ENSGT00510000046406_ENSG00000111335_OAS1_C	OAS1_C	0.154446911323	8	31	0	0	4
NCF2	ENSGT00530000063843_ENSG00000116701_TPR_1	TPR	-0.229438982071	0	14	0	0	1
GFI1B	ENSGT00740000115096_ENSG00000165702_zf-H2C2_2	C2H2-zf	-0.0932419806914	2	13	0	0	1
POM121L12	ENSGT00730000110770_ENSG00000221900_POM121	POM121	-0.17845254161	0	18	0	0	5
AGAP3	ENSGT00760000118874_ENSG00000133612_Ank_4	Ank	0.214450327001	6	13	0	0	1
ABCA9	ENSGT00760000118965_ENSG00000154258_AAA_21	P-loop_NTPase	-0.0845301512892	0	38	0	0	5
CELF1	ENSGT00560000076837_ENSG00000149187_RRM_1	RRM	-0.147476383266	1	15	0	0	1
ASPG	ENSGT00390000001610_ENSG00000166183_Ank_4	Ank	-0.214143049933	0	15	0	0	1
LGI1	ENSGT00920000148954_ENSG00000108231_EPTP	EPTP	-0.133839406208	0	24	0	0	2
RCC1	ENSGT00910000144029_ENSG00000180198_RCC1	Beta_propeller	-0.229438982071	0	14	0	0	1
CPSF4	ENSGT00390000009627_ENSG00000160917_zf-CCCH	CCCH_zf	-0.0151532677848	3	14	0	0	1
ASB4	ENSGT00390000011960_ENSG00000005981_Ank_2	Ank	-0.229438982071	0	14	0	0	1
TTC33	ENSGT00390000017462_ENSG00000113638_TPR_2	TPR	-0.247088134538	0	13	0	0	1
TNKS	ENSGT00840000129677_ENSG00000173273_Ank_2	Ank	-0.0757591093117	2	16	0	0	1
ABTB2	ENSGT00550000074669_ENSG00000166016_Ank_3	Ank	0.0492408906883	4	16	0	0	1
NOTCH3	ENSGT00810000125346_ENSG00000074181_EGF	EGF	-0.292013249908	0	11	0	0	1
PHIP	ENSGT00890000139394_ENSG00000146247_WD40	Beta_propeller	-0.184345479082	1	12	0	0	1
L3MBTL3	ENSGT00760000119024_ENSG00000198945_MBT	Tudor	-0.267678812416	0	12	0	0	1
ZMAT1	ENSGT00510000046606_ENSG00000166432_zf-met	C2H2-zf	-0.247088134538	0	13	0	0	1
NDFIP1	ENSGT00390000012721_ENSG00000131507_DUF2370	DUF2370	-0.200759109312	0	16	0	0	1
FEM1C	ENSGT00920000149051_ENSG00000145780_Ank_2	Ank	-0.158010410642	1	14	0	0	1
LRFN3	ENSGT00760000118831_ENSG00000126243_LRR_8	LRR	-0.160607287449	0	20	0	0	1
ZHX1	ENSGT00530000063149_ENSG00000165156_Homeobox	HTH	-0.214143049933	0	15	0	0	1
MYL1	ENSGT00590000082921_ENSG00000168530_EF-hand_6	EF_hand	-0.0757591093117	2	16	0	0	1
WDR49	ENSGT00530000063510_ENSG00000174776_WD40	Beta_propeller	-0.321214574899	0	10	0	0	1
ASB9	ENSGT00920000148951_ENSG00000102048_Ank_2	Ank	-0.229438982071	0	14	0	0	1
PLEK2	ENSGT00390000006543_ENSG00000100558_PH	PH	-0.229438982071	0	14	0	0	1
PHLPP2	ENSGT00440000037833_ENSG00000040199_LRR_8	LRR	-0.267678812416	0	12	0	0	1
RIMBP3B	ENSGT00390000017228_ENSG00000274600_SH3_2	SH3	-0.133839406208	0	24	0	0	4
CDH12	ENSGT00760000118954_ENSG00000154162_Cadherin	E-set	-0.229438982071	0	14	0	0	1
HERC2	ENSGT00910000144004_ENSG00000128731_RCC1	Beta_propeller	-0.229438982071	0	14	0	0	1
SLC25A13	ENSGT00530000062944_ENSG00000004864_Mito_carr	Mito_carr	0.406477732794	15	29	0	0	2
ZBTB41	ENSGT00550000075080_ENSG00000177888_zf-H2C2_2	C2H2-zf	-0.138259109312	1	16	0	0	1
ZBTB37	ENSGT00760000119063_ENSG00000185278_zf-H2C2_2	C2H2-zf	0.0562753036437	4	14	0	0	1
MYPN	ENSGT00860000133679_ENSG00000138347_I-set	Ig	0.236740890688	7	16	0	0	1
ZNF251	ENSGT00910000144031_ENSG00000198169_zf-H2C2_2	C2H2-zf	0.406060417315	56	130	0	0	16
HERC1	ENSGT00910000144004_ENSG00000103657_RCC1	Beta_propeller	-0.18894974994	0	17	0	0	1
WDR61	ENSGT00810000125363_ENSG00000140395_WD40	Beta_propeller	-0.214143049933	0	15	0	0	1
IL16	ENSGT00760000119017_ENSG00000172349_PDZ	PDZ-like	-0.17845254161	0	18	0	0	1
STRN4	ENSGT00520000055597_ENSG00000090372_WD40	Beta_propeller	-0.184345479082	1	12	0	0	1
SLC35F5	ENSGT00390000005949_ENSG00000115084_EamA	DMT	0.0606041731548	4	13	0	0	1
ATP7A	ENSGT00530000063773_ENSG00000165240_HMA	HMA	-0.229438982071	0	14	0	0	1
NCF1	ENSGT00530000063010_ENSG00000158517_SH3_1	SH3	-0.214143049933	0	15	0	0	1
ZXDA	ENSGT00910000144040_ENSG00000198205_zf-C2H2	C2H2-zf	-0.17845254161	0	18	0	0	3
DMTF1	ENSGT00530000063659_ENSG00000135164_Myb_DNA-binding	HTH	-0.158010410642	1	14	0	0	1
PARP12	ENSGT00760000119084_ENSG00000059378_zf-CCCH	CCCH_zf	-0.247088134538	0	13	0	0	1
NCALD	ENSGT00760000118820_ENSG00000104490_EF-hand_7	EF_hand	-0.0932419806914	2	13	0	0	1
MARF1	ENSGT00390000002393_ENSG00000166783_OST-HTH	HTH	-0.214143049933	0	15	0	0	1
TXNDC5	ENSGT00860000133723_ENSG00000239264_Thioredoxin	Thioredoxin	-0.229438982071	0	14	0	0	1
ZBTB42	ENSGT00920000148950_ENSG00000179627_zf-C2H2_4	C2H2-zf	-0.00848582995951	3	25	0	0	2
ESYT3	ENSGT00550000074417_ENSG00000158220_C2	C2	-0.229438982071	0	14	0	0	1
WDR44	ENSGT00530000063479_ENSG00000131725_WD40	Beta_propeller	0.199132446501	6	14	0	0	1
IGSF9B	ENSGT00530000063887_ENSG00000080854_Ig_3	Ig	0.0525236167341	4	15	0	0	1
LRIG2	ENSGT00920000148954_ENSG00000198799_LRR_8	LRR	-0.158010410642	1	14	0	0	1
ADGRF5	ENSGT00920000148969_ENSG00000069122_Ig_3	Ig	-0.00707152496626	3	30	0	0	4
VPS8	ENSGT00390000010672_ENSG00000156931_Clathrin	TPR	-0.17845254161	0	18	0	0	1
TSHR	ENSGT00760000119088_ENSG00000165409_LRR_8	LRR	-0.147476383266	1	15	0	0	1
CEP120	ENSGT00390000009378_ENSG00000168944_C2	C2	0.185856950067	6	15	0	0	1
ANKMY2	ENSGT00390000016820_ENSG00000106524_Ank_4	Ank	-0.200759109312	0	16	0	0	1
PHF14	ENSGT00740000114866_ENSG00000106443_zf-HC5HC2H_2	zf-FYVE-PHD	0.368296480847	8	13	0	0	1
ZSCAN5A	ENSGT00710000106788_ENSG00000131848_zf-H2C2_2	C2H2-zf	0.696963562753	6	4	0	0	3
WWP1	ENSGT00760000118966_ENSG00000123124_WW	WW	-0.229438982071	0	14	0	0	1
SDF4	ENSGT00550000074546_ENSG00000078808_EF-hand_1	EF_hand	-0.247088134538	0	13	0	0	1
PIK3R6	ENSGT00530000063753_ENSG00000276231_PI3K_1B_p101	PI3K_1B_p101	-0.184345479082	1	12	0	0	1
CRB2	ENSGT00910000144018_ENSG00000148204_EGF	EGF	-0.18894974994	0	17	0	0	1
PTPRK	ENSGT00760000118900_ENSG00000152894_fn3	E-set	-0.229438982071	0	14	0	0	1
GPSM2	ENSGT00530000063126_ENSG00000121957_TPR_12	TPR	-0.17845254161	0	18	0	0	1
RAD50	ENSGT00390000018781_ENSG00000113522_AAA_21	P-loop_NTPase	-0.200759109312	0	16	0	0	2
AC004223.3	ENSGT00390000012719_ENSG00000267618_Armet	Armet	-0.229438982071	0	14	0	0	2
FMNL2	ENSGT00760000118986_ENSG00000157827_Drf_GBD	TPR	-0.130126220529	1	17	0	0	1
ANXA6	ENSGT00760000118972_ENSG00000197043_Annexin	Annexin	-0.229438982071	0	14	0	0	1
ANXA11	ENSGT00760000118972_ENSG00000122359_Annexin	Annexin	-0.138259109312	1	16	0	0	1
ATRN	ENSGT00390000001118_ENSG00000088812_Kelch_1	Beta_propeller	0.252523616734	7	15	0	0	1
TRIM25	ENSGT00760000118995_ENSG00000121060_zf-RING_5	RING	-0.229438982071	0	14	0	0	1
TFPI	ENSGT00740000114929_ENSG00000003436_Kunitz_BPTI	Kunitz_BPTI	-0.247088134538	0	13	0	0	1
TRIM10	ENSGT00760000118838_ENSG00000204613_zf-RING_UBOX	RING	-0.013218706786	0	243	0	0	10
PAK1IP1	ENSGT00390000001263_ENSG00000111845_WD40	Beta_propeller	-0.158010410642	1	14	0	0	1
TBL1Y	ENSGT00890000139430_ENSG00000092377_WD40	Beta_propeller	-0.147476383266	1	15	0	0	2
ASB6	ENSGT00390000006784_ENSG00000148331_Ank_4	Ank	-0.229438982071	0	14	0	0	1
FHL2	ENSGT00760000118910_ENSG00000115641_LIM	Zn_Beta_Ribbon	-0.17845254161	0	18	0	0	1
FBLN1	ENSGT00760000118806_ENSG00000077942_EGF_CA	EGF	-0.138259109312	1	16	0	0	1
NALCN	ENSGT00830000128247_ENSG00000102452_Ion_trans	Ion_channel	-0.200759109312	0	16	0	0	1
SCUBE1	ENSGT00920000148956_ENSG00000159307_FXa_inhibition	EGF	0.252523616734	7	15	0	0	1
ZMYM5	ENSGT00550000074408_ENSG00000132950_zf-FCS	TRASH	-0.18894974994	0	17	0	0	2
ZEB2	ENSGT00630000089829_ENSG00000169554_zf-H2C2_2	C2H2-zf	0.270561017929	7	14	0	0	1
SMARCA1	ENSGT00900000140963_ENSG00000102038_DBINO	DBINO	-0.267678812416	0	12	0	0	1
CHAD	ENSGT00920000148957_ENSG00000136457_LRR_8	LRR	-0.247088134538	0	13	0	0	1
SLC25A36	ENSGT00550000074670_ENSG00000114120_Mito_carr	Mito_carr	-0.18894974994	0	17	0	0	1
LGR4	ENSGT00760000119088_ENSG00000205213_LRR_8	LRR	-0.229438982071	0	14	0	0	1
KLHL34	ENSGT00760000118825_ENSG00000185915_Kelch_1	Beta_propeller	-0.267678812416	0	12	0	0	1
OSR1	ENSGT00880000137939_ENSG00000143867_zf-C2H2	C2H2-zf	0.0562753036437	4	14	0	0	1
GFRA1	ENSGT00550000074579_ENSG00000151892_GDNF	GDNF	-0.18894974994	0	17	0	0	1
TTC7A	ENSGT00390000014400_ENSG00000068724_TPR_2	TPR	-0.214143049933	0	15	0	0	1
NME8	ENSGT00760000119146_ENSG00000086288_NDK	NDK	-0.292013249908	0	11	0	0	1
ST14	ENSGT00760000118962_ENSG00000149418_Ldl_recept_a	Ldl_recept_a	-0.17845254161	0	18	0	0	1
TAF5	ENSGT00910000144058_ENSG00000148835_WD40	Beta_propeller	-0.214143049933	0	15	0	0	1
COL4A6	ENSGT00900000140804_ENSG00000197565_Collagen	Collagen	0.707986750092	11	11	0	0	1
MYOM1	ENSGT00860000133685_ENSG00000101605_fn3	E-set	-0.139658510826	0	23	0	0	1
FKBP10	ENSGT00530000062784_ENSG00000141756_FKBP_C	FKBP	-0.17845254161	0	18	0	0	1
RECK	ENSGT00390000018540_ENSG00000122707_Kazal_2	Kazal	-0.247088134538	0	13	0	0	1
IFT172	ENSGT00440000033648_ENSG00000138002_Clathrin	TPR	-0.247088134538	0	13	0	0	1
FGFR1	ENSGT00760000118923_ENSG00000077782_I-set	Ig	-0.18894974994	0	17	0	0	1
VSNL1	ENSGT00760000118820_ENSG00000163032_EF-hand_7	EF_hand	-0.0124791617052	3	17	0	0	1
NTM	ENSGT00860000133697_ENSG00000182667_I-set	Ig	-0.133839406208	0	24	0	0	2
AP002748.4	ENSGT00390000005232_ENSG00000256349_BBS2_Mid	Beta_propeller	-0.247088134538	0	13	0	0	2
PEX5L	ENSGT00390000013941_ENSG00000114757_TPR_1	TPR	-0.18894974994	0	17	0	0	1
KRI1	ENSGT00390000005605_ENSG00000129347_Kri1	Kri1	-0.0865818392134	2	14	0	0	1
PHACTR2	ENSGT00390000004420_ENSG00000112419_RPEL	RPEL	-0.214143049933	0	15	0	0	1
HSPA13	ENSGT00890000139503_ENSG00000155304_MreB_Mbl	Actin_ATPase	-0.229438982071	0	14	0	0	1
NTNG1	ENSGT00890000139348_ENSG00000162631_Laminin_EGF	EGF	-0.200759109312	0	16	0	0	1
LRRK1	ENSGT00910000144054_ENSG00000154237_LRR_8	LRR	-0.247088134538	0	13	0	0	1
TTC21A	ENSGT00390000005979_ENSG00000168026_TPR_19	TPR	-0.151518218623	2	8	0	0	1
PTPRQ	ENSGT00900000140785_ENSG00000139304_fn3	E-set	-0.0192859771807	3	11	0	0	1
TRPC4	ENSGT00760000119180_ENSG00000133107_Ank_3	Ank	-0.0124791617052	3	17	0	0	1
KRTAP1-1	ENSGT00730000111060_ENSG00000188581_Keratin_B2	Keratin_assoc	0.865317139001	11	9	0	0	4
WDR43	ENSGT00390000004254_ENSG00000163811_WD40	Beta_propeller	-0.267678812416	0	12	0	0	1
KLHDC8A	ENSGT00910000144191_ENSG00000162873_Kelch_1	Beta_propeller	-0.214143049933	0	15	0	0	1
CALB1	ENSGT00390000013118_ENSG00000104327_EF-hand_1	EF_hand	-0.101012145749	2	12	0	0	1
RAP1GDS1	ENSGT00390000014293_ENSG00000138698_Arm	TPR	-0.0808097165992	2	15	0	0	1
TTC3	ENSGT00530000063254_ENSG00000182670_TPR_1	TPR	-0.229438982071	0	14	0	0	1
IL1R1	ENSGT00760000119071_ENSG00000115594_Ig_3	Ig	-0.0944748749702	0	34	0	0	3
LRRC28	ENSGT00920000148937_ENSG00000168904_LRR_8	LRR	-0.158010410642	1	14	0	0	1
CDC27	ENSGT00550000074887_ENSG00000004897_TPR_1	TPR	0.252523616734	7	15	0	0	1
WDR25	ENSGT00530000063583_ENSG00000176473_WD40	Beta_propeller	-0.229438982071	0	14	0	0	1
ELAVL3	ENSGT00760000118913_ENSG00000196361_RRM_1	RRM	-0.201104158999	1	11	0	0	1
ANKRD29	ENSGT00920000148967_ENSG00000154065_Ank_2	Ank	-0.214143049933	0	15	0	0	1
PAXIP1	ENSGT00600000084454_ENSG00000157212_PTCB-BRCT	BRCT-like	-0.229438982071	0	14	0	0	1
RSPH14	ENSGT00500000044989_ENSG00000100218_HEAT_2	TPR	-0.229438982071	0	14	0	0	1
BBS1	ENSGT00390000005232_ENSG00000174483_BBS2_Mid	Beta_propeller	-0.247088134538	0	13	0	0	2
CDH10	ENSGT00760000118954_ENSG00000040731_Cadherin	E-set	-0.0845301512892	0	38	0	0	3
PRX	ENSGT00530000063716_ENSG00000105227_Cornifin	Cornifin	11.3484817814	94	8	0	0	1
GLDN	ENSGT00760000119005_ENSG00000186417_Collagen	Collagen	-0.0808097165992	2	15	0	0	1
GPR75-ASB3	ENSGT00920000148951_ENSG00000270898_Ank_2	Ank	-0.214143049933	0	15	0	0	2
GOLGA8B	ENSGT00530000062932_ENSG00000215252_GOLGA2L5	GOLGA2L5	-0.0670347196663	1	33	0	0	19
